id,title,artist,album,track_number,genre
038899,fly me to the moon,File Under Toner,"This Is The End, Beautiful Friend",21,Field Recordings
038900,hello dolly,File Under Toner,"This Is The End, Beautiful Friend",22,Field Recordings
038901,rock around the click,File Under Toner,"This Is The End, Beautiful Friend",23,Field Recordings
038902,la valse Ã  mille echos,File Under Toner,"This Is The End, Beautiful Friend",24,Field Recordings
038904,typewriting,File Under Toner,"This Is The End, Beautiful Friend",26,Field Recordings
038905,si los curas,File Under Toner,"This Is The End, Beautiful Friend",27,Field Recordings
038906,horses,File Under Toner,"This Is The End, Beautiful Friend",28,Field Recordings
038907,take me to the movies,File Under Toner,"This Is The End, Beautiful Friend",29,Field Recordings
038908,look ma no hands,File Under Toner,"This Is The End, Beautiful Friend",30,Field Recordings
038910,greyish,File Under Toner,"This Is The End, Beautiful Friend",32,Field Recordings
038911,pink remedy,File Under Toner,"This Is The End, Beautiful Friend",33,Field Recordings
038912,ego,File Under Toner,"This Is The End, Beautiful Friend",34,Field Recordings
038914,"whip me, christy",File Under Toner,"This Is The End, Beautiful Friend",36,Field Recordings
038955,Bird Of Prey,Liam Stewart,netBloc Vol. 30: aldartea,12,Pop
038961,Feel It,The Pop Winds,netBloc Vol. 30: aldartea,8,Pop
038964,The Robots,Talulah Lotus,Robot Sun,1,Other
038965,Lullaby,Talulah Lotus,Robot Sun,2,Other
038966,Horrorphone,Talulah Lotus,Robot Sun,3,Other
038967,Spooky,Talulah Lotus,Robot Sun,4,Other
039188,Get Wright With Gould (more Surfjams with Sufjan),U Can Unlearn Guitar,Klassicarnage!  Another Masterpiece of Free Classical,1,Avant-Garde
039259,Murder in The Dark,U Can Unlearn Guitar,Klassicarnage!  Another Masterpiece of Free Classical,2,Experimental
039278,"Chicago, Etc.",U Can Unlearn Guitar,Klassicarnage!  Another Masterpiece of Free Classical,9,Avant-Garde
039291,Citylife (Meme vs Xan),Meme,Meme vs Xan,1,Electronica/Dance
039298,Fourty niners,Gina Artworth,sans titre,1,
039316,Hart Island,John Badger and The Moustache Riders of Doom,Saint Carbonarius Speaks,11,Experimental
039317,Brave New World,John Badger and The Moustache Riders of Doom,Saint Carbonarius Speaks,12,Experimental
039318,A Dream of Heaven in a Terminal Ward,John Badger and The Moustache Riders of Doom,Saint Carbonarius Speaks,13,Experimental
039357,Waragine a ragine,Dubosmium,Horiozontal plane polar Dub,0,￾䔀氀攀挀琀爀漀 䐀甀戀
039359,The last hours of sunshine,i'dawn,The last hours of light,0,Rock
039378,Most Polite are Imaginary My Friends (R Knot-sh!),U Can Unlearn Guitar,Klassicarnage!  Another Masterpiece of Free Classical,11,Avant-Garde
039484,Minoree,U Can Unlearn Guitar,Klassicarnage!  Another Masterpiece of Free Classical,12,Avant-Garde
039488,CELTIC IN BRAZIL,Jay Martinez,SWING IN ORLEANS,2,Folk
039530,Bird Of Prey (Album Version),Liam Stewart,Bird Of Prey,1,Pop
039605,Disco High,UltraCat,Disco High,1,Electronic
039607,Unexpected Little Happenings,UltraCat,Disco High,3,Electronic
039658,Hott R Nott,Quiet Hooves,Live at WFMU on Nat Roe's Show,1,Experimental Pop
039659,Good Moves,Quiet Hooves,Live at WFMU on Nat Roe's Show,2,Experimental Pop
039660,Womb,Quiet Hooves,Live at WFMU on Nat Roe's Show,3,Experimental Pop
039661,AVP,Quiet Hooves,Live at WFMU on Nat Roe's Show,4,Experimental Pop
039662,Bigg Boy,Quiet Hooves,Live at WFMU on Nat Roe's Show,5,Experimental Pop
039663,Til It Stops Talkin,Quiet Hooves,Live at WFMU on Nat Roe's Show,6,Experimental Pop
039664,My Girl,Quiet Hooves,Live at WFMU on Nat Roe's Show,7,Experimental Pop
039665,Can't Catch A Break,Quiet Hooves,Live at WFMU on Nat Roe's Show,8,Experimental Pop
039666,Meals On Wheels,Quiet Hooves,Live at WFMU on Nat Roe's Show,9,Experimental Pop
039667,Your Troubles + Feelin Down,Quiet Hooves,Live at WFMU on Nat Roe's Show,10,Experimental Pop
039875,Sexual Energy,Uton,Violin Massage,4,Avant-Garde
039900,Air Stairs,Uton,Violin Massage,2,Avant-Garde
039904,As The Times Ends Comes The Fire,Uton,Violin Massage,6,Avant-Garde
040121,Last Chants,Sun Araw,Off Duty 12'',1,Experimental
040122,Deep Cover,Sun Araw,On Patrol,0,Experimental
040123,Heavy Deeds,Sun Araw,Heavy Deeds LP,1,Experimental
040133,Two Headed Baby,Behold! The Living Corpse,DIE! 1999/2001 Demo,2,Metal
040134,Death March,Behold! The Living Corpse,DIE! 1999/2001 Demo,3,Metal
040139,Horror,Krestovsky,In the Clear (songs from 2008-2010),6,Alternative
040141,A Sure Thing,Krestovsky,In the Clear (songs from 2008-2010),1,
040147,Opening Title,Gwilly Edmondez,Patterns Of Self Remote,2,Avant-Garde
040161,Tarantella Tomatoes,Gwilly Edmondez,Patterns Of Self Remote,17,Avant-Garde
040180,Sweet Lily,Kuuleminen Asiat,Wires on Words,8,suRRism-Phonoethics
040182,Wires On Words,Kuuleminen Asiat,Wires on Words,10,suRRism-Phonoethics
040229,The Sound and The Sea,,Operators and Things,1,Folk
040230,Lay Your Head On The Rails (and Comeback),,Operators and Things,4,Folk
040231,Mouth of Seven Tongues,,Operators and Things,5,Folk
040232,South of Portland,,Operators and Things,2,Folk
040233,Destin Rain,,Operators and Things,6,Folk
040234,Oh My Child,,(none given),1,Folk
040235,"This is Record, OK?",Big Blood,Dark Country Magic,6,Folk
040236,Waiting Is ...,,(none given),9,Folk
040237,Moo-Hoo,,(none given),12,Folk
040238,AIRAID AIR RAID,,(none given),7,Folk
040239,She-Wander(er),Big Blood,Dark Country Magic,4,Folk
040240,Creepin' Crazy Time,,(none given),2,Folk
040241,Reverse Hymnal,,(none given),5,Folk
040242,Song for RO-HE-GE,,(none given),10,Folk
040243,Coming Home Pt. III,,(none given),11,Folk
040244,... Is All We Have,,(none given),8,Folk
040245,Ringers in the Fold,,Dark Country Magic,3,Folk
040250,Ponds,Maps and Transit,Songs For Diving,2,Ambient
040509,Light Field (excerpt),Richard Garet,Light Fields,1,Experimental
040525,sweet and lowdown,Duke Hugh,Beattape Summer 2010,15,
040541,kiss of halloween,uiutna,kiss of halloween,1,Alternative Hip-Hop
040542,kiss of halloween instrumental,uiutna,kiss of halloween,2,Alternative Hip-Hop
040598,How Interesting! How Bizarre!,Honey Trappists,Rough Jazz: Volume One,3,Noise
040654,A Boat in the Fog and a Battle,Albert Glasser,Confessions of an Opium Eater,1,Soundtrack
040655,The Dragon,Albert Glasser,Confessions of an Opium Eater,2,Soundtrack
040656,Into The Sewers,Albert Glasser,Confessions of an Opium Eater,3,Soundtrack
040657,Opium,Albert Glasser,Confessions of an Opium Eater,4,Soundtrack
040658,The Auction 1,Albert Glasser,Confessions of an Opium Eater,5,Soundtrack
040659,The Auction 2,Albert Glasser,Confessions of an Opium Eater,6,Soundtrack
040660,Pursuit,Albert Glasser,Confessions of an Opium Eater,7,Soundtrack
040683,Interloper,Str8 Sounds,The Wild Computer Stylings of STR8 SOUNDS,0,Other
040725,It's My Life Welcome To It,Str8 Sounds,The Wild Computer Stylings of STR8 SOUNDS,0,Other
040842,Death Proof,Fancy Mike,Fantastique [STOP 2X2 #04],1,Electronic
040843,Sunshine,Fancy Mike,Fantastique [STOP 2X2 #04],4,Electronic
040844,E.M.F.H.,Raw Stiles,Fantastique [STOP 2X2 #04],3,Electronic
040845,Rouge,Raw Stiles,Fantastique [STOP 2X2 #04],2,Electronic
040851,Moving Toward You,Str8 Sounds,The Wild Computer Stylings of STR8 SOUNDS,0,Other
040903,The Devil is a Sad Spirit,James Beaudreau,The Devil is a Sad Spirit,1,Rock
040908,Safe And Sound,Mopno,Dancehall,5,Avant-Garde
040909,Adele,Mopno,Dancehall,6,Avant-Garde
040938,Not As Pretty,The Sights,Live on WFMU's The Evan Funk Davies Show 12/08/10,3,Rock
040940,Maria (and) Could Not Call It Love (and) How Do You Sleep,The Sights,Live on WFMU's The Evan Funk Davies Show 12/08/10,5,Rock
040984,Crooked,,Crooked,7,
040985,Chocolate Makes You Happy,Xiu Xiu,"Dear God, I Hate Myself",2,Indie-Rock
040986,Doubt,,"1,000 Years",0,
041018,Au royaume de la money,Unity Vibration,Money No Mystic,1,Reggae
041019,Manifesto,Bankil,Money No Mystic,2,Reggae
041020,Digital system,Garage firm,Money No Mystic,3,Reggae dub
041054,RELAX,Gouffre d un pôle à l autre,Relax,3,
041095,The Lonely Smurfer,Johnny Hawaii,Bad Panda #61,1,
041147,Anti War Mindbot,Str8 Sounds,The Wild Computer Stylings of STR8 SOUNDS,0,Other
041191,Candyboy,Weyes Blood,The Outside Room,4,Psych-Folk
041192,Storms That Breed,Weyes Blood,The Outside Room,1,Psych-Folk
041310,Mercury Spring,Funny Cry Happy,"On A Clear Night, You Can Smell For Miles",8,
041381,CREEPEOPLE,Female,To the Rhythm of Life's Beat,7,
041568,Dismissal,Fabryka,Absolute Balance,4,Jazz
041570,UnDaTheC acoustic version,Simone Cicconi,Absolute Balance,6,Jazz
041573,Autumn,Janne Hanhisuanto,Absolute Balance,9,Jazz
041605,Side A Journey,Duncan Cameron,A Horseback Ride To The Temple Of Montu,1,
041709,ABBA,As Seen On TV,Plunderstudies,3,Plunderphonics
041714,Radiohead,As Seen On TV,Plunderstudies,8, 
041812,Flashback Documentary of Indonesian Independence Hegemony,Raden Anom Prakoso,Indonesian Netlabel Compilation (Riot In The Internet),9,Rock
041819,A SAD KID,Female,BAD RAP,6,Experimental Pop
041820,THE FASTEST CAR,Female,BAD RAP,7,Experimental Pop
041825,THE DEADLIEST CAR (HAUNTED),Female,BAD RAP,12,Experimental Pop
041961,Chasmaeon,Ga'an,Ga'an,1,Psych-Rock
041962,Living Tribunal,Ga'an,Ga'an,2,Psych-Rock
041965,Servant Eye,Ga'an,Ga'an,5,Psych-Rock
041971,El Agujero,Juanita y los Feos,Voy a Explotar Soundtrack,5,Soundtrack
041983,...,Childs,Voy a Explotar Soundtrack,17,Soundtrack
042014,Skango - Volfoniq rmx (Canada),Caballo and the Mothafu Kings,La Boite A Sons - Contest Contributions,0,Electronic
042016,Them never love the flowers - Jambassa rmx by Dub One! (Germany),Dub One!,La Boite A Sons - Contest Contributions,0,Electronic
042017,There is a tower on that hill (Greece),Dub Riots,La Boite A Sons - Contest Contributions,0,Reggae - Dub
042018,La boite a track (Spain),Electronischebasisgeluide,La Boite A Sons - Contest Contributions,0,Electronic
042019,Them Never Love No Bans - DnB Mix (Germany),Hot Fire,La Boite A Sons - Contest Contributions,0,Electronic
042020,Real Avatar  (Jamaica),Jah Henchman,La Boite A Sons - Contest Contributions,0,Electronic
042023,No Banned Dubs  (Greece),Lowknee,La Boite A Sons - Contest Contributions,0,Electronic
042025,Live much longer (Jamaica),Money Pallet,La Boite A Sons - Contest Contributions,0,Electronic
042029,Drumsong Riddim - dubshot's boombastic redub (Lowlands),Tony Dubshot,La Boite A Sons - Contest Contributions,0,Electronic
042030,Live to Raze again (Jamaica),Triple D,La Boite A Sons - Contest Contributions,0,Electronic
042031,Henri Martin Affair  (Sweden),Uffe,La Boite A Sons - Contest Contributions,0,Electronic
042040,Enjoy Your Holiday,Coolzey,"netBloc Vol. 31: Goodbye, Hello",3,Hip-Hop
042044,NanowaR,NanowaR Of Steel,"netBloc Vol. 31: Goodbye, Hello",1,Jazz
042045,The Great Break-off,The Insider,"netBloc Vol. 31: Goodbye, Hello",2,Hip-Hop
042046,Bottles of Reason,Dead Poets,"netBloc Vol. 31: Goodbye, Hello",4,Hip-Hop
042048,Fractals,Pinkle,"netBloc Vol. 31: Goodbye, Hello",7,Jazz
042119,Heavy Metal Attack Part 2,The HATE Noise and Anonymous,The Hate Noise Calling Vol. 1 and 2,24,
042126,Too Far,The HATE Noise and Anonymous,The Hate Noise Calling Vol. 1 and 2,11,
042129,Full-A-Blues,Colin Shaddick and Roger Nicholls,Radiate Joy,2,Blues
042135,E Boogie,Colin Shaddick and Roger Nicholls,Radiate Joy,8,Blues
042138,Capture My Soul,Colin Shaddick and Roger Nicholls,Radiate Joy,11,Blues
042139,Bebop Rain,Colin Shaddick and Roger Nicholls,Radiate Joy,12,Blues
042141,Smoke In The Blues Bar,Colin Shaddick and Roger Nicholls,Radiate Joy,14,Blues
042146,Blues For Brownie,Colin Shaddick and Roger Nicholls,Radiate Joy,19,Blues
042234,Lacin Cocek,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",2,International
042235,[interview],Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",3,International
042236,Kozarica Kolo,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",4,International
042238,Srebrin,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",6,International
042240,Vranski Cocek,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",8,International
042241,Boki Trinaest,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",9,International
042243,Prodzo Selo,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",11,International
042245,Michael's Ruchenitsa,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",13,International
042247,Cororo,Zlatne Uste Balkan Brass Band,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",15,International
042310,Sumar (intro),Lockerbie,Bad Panda #65,1,
042372,Only Instrumental,Broke For Free,Directionless EP,6,Electronic
042373,Mell's Parade,Broke For Free,Directionless EP,5,Electronic
042374,My Luck,Broke For Free,Directionless EP,4,Electronic
042375,Day Bird,Broke For Free,Directionless EP,3,Electronic
042376,My Always Mood,Broke For Free,Directionless EP,2,Electronic
042377,Night Owl,Broke For Free,Directionless EP,1,Electronic
042442,A2 Altcheringa,univeria zekt,Unnamables,2,
042463,A 1 still a rambler,Yves Rakotomalala,Ce matin encore,0,Psych-Folk
042475,A 1 Freedom voice of my soul,Art Boys Collection,Stoned Wall,0,Other
042648,anita the saggitarius,Gino Pertot,Jew Nails,0,Psych-Folk
042659,Nick Drake,Gino Pertot,Jew Nails,0,Psych-Folk
042751,Butterfly,Delicate Steve,Bad Panda #66,0,Experimental Pop
042761,BLACK FOREST,voyageurs,Alien Iverson,1,Psych-Rock
042789,SLEEPING OUTDOORS,voyageurs,Alien Iverson,5,Psych-Rock
042844,Men Don't Cry,Waylon Thornton and the Heavy Hands,Yours Truly,7,
042851,Manson Halloween,Waylon Thornton and the Heavy Hands,Yours Truly,14,
042911,MEDICAL SEX,Female,WIRED IN,11,Experimental Pop
042914,BLOWN,Female,WIRED IN,14,Experimental Pop
042915,FACE FARM,Female,WIRED IN,15,Experimental Pop
042966,Kids,Cave Bears,Just Dads and Cthulu Lovetape,15,No Weird America
042984,Lamp Happy Camp,Cave Bears,Just Dads and Cthulu Lovetape,1,No Weird America
043016,[conclusion],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",15,Asia-Far East
043018,Oske Cherde,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",2,Asia-Far East
043019,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",3,Asia-Far East
043020,Sygyt,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",4,Asia-Far East
043021,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",5,Asia-Far East
043022,Kongurri,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",6,Asia-Far East
043023,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",7,Asia-Far East
043024,Kargyraa,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",8,Asia-Far East
043025,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",9,Asia-Far East
043026,Chyraa Khoor,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",10,Asia-Far East
043027,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",11,Asia-Far East
043028,Samagaldai,Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",12,Asia-Far East
043029,[interview],Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",13,Asia-Far East
043030,"Yzhelen Gis, Dorteleen Gis",Huun Huur Tu,"Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011",14,Asia-Far East
043063,nature prevails,Chuck Bettis,Arctic Oscillations,9,Noise
043172,Koka,Kiran Ahluwalia,"Live on WFMU's Transpacific Sound Paradise broadcast from Barbès, Sep. 13 2008",2,
043173,Meri Gori Gori,Kiran Ahluwalia,"Live on WFMU's Transpacific Sound Paradise broadcast from Barbès, Sep. 13 2008",1,
043516,Varshaver,Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,2,
043517,Heifitz' Frailach,Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,1,Klezmer
043518,Dance Medley,Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,3,Klezmer
043519,"Play It Again, Dave",Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,4,
043520,Der Heyser Bulgar,Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,5,
043521,Sammy's Medley,Eastern Watershed Klezmer Quartet,Live at the 2011 Golden Festival -- EWKQ,6,
043533,Halay,MWE,Live at the 2011 Golden Festival (MWE),4,
043534,Ayabibi,MWE,Live at the 2011 Golden Festival (MWE),3,
043535,Sirtos (from Yiannitsa),MWE,Live at the 2011 Golden Festival (MWE),2,
043536,Suleyman Aga,MWE,Live at the 2011 Golden Festival (MWE),1,
043585,Rumelaj,Rozsa,Live at the 2011 Golden Festival: Szelrozsa,2,Europe
043586,Nacht en gan Eden,Rozsa,Live at the 2011 Golden Festival: Szelrozsa,5,Europe
043587,Arrol Alol,Rozsa,Live at the 2011 Golden Festival: Szelrozsa,3,Europe
043588,L'chaim,Rozsa,Live at the 2011 Golden Festival: Szelrozsa,4,Europe
043589,Bubamara,Rozsa,Live at the 2011 Golden Festival: Szelrozsa,6,Europe
043590,Vlasko,Szelrozsa,Live at the 2011 Golden Festival: Szelrozsa,1,
043592,Am Pistol,Gipsyork,"GY Live at the Golden Festival, Jan 15 2011",6,Romany (Gypsy)
043593,Auzi Mama,Gipsyork,"GY Live at the Golden Festival, Jan 15 2011",5,Romany (Gypsy)
043594,"Liberte, Egalite, Fraternite, et Deportez (speech)",Gipsyork,"GY Live at the Golden Festival, Jan 15 2011",3,Romany (Gypsy)
043595,Intr-o Zi La Poarta Mea,Gipsyork,"GY Live at the Golden Festival, Jan 15 2011",2,Romany (Gypsy)
043596,Hora,Gipsyork,"GY Live at the Golden Festival, Jan 15 2011",1,Romany (Gypsy)
043598,Amari szi Amari,Rozsa,Szelrozsa mp3s,1,Europe
043599,Goldenshteyn,Rozsa,Szelrozsa mp3s,2,Europe
043600,"Repülj Madar, Repülj",Rozsa,Szelrozsa mp3s,3,Europe
043608,15 minute exorcise (excerpt),Prince Rama of Ayodhya,UTOPIA,0,Experimental
043621,Sickly Sweet 1 (unfettered),Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",4,Free-Folk
043623,Steak and Acid/Claudette colbert,Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",3,Experimental
043691,Nirvana,Eok,WHNZ:19:XOP,3,Abstract
043695,Halay,MWE,MWE Demo,7,Middle East
043696,Los Bilbilicos,MWE,MWE Demo,6,Middle East
043697,Süleyman Ağa,MWE,MWE Demo,4,Middle East
043698,Syrtos,MWE,MWE Demo,3,Middle East
043699,Varshaver,MWE,MWE Demo,2,Middle East
043761,Me so horny 2,Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",10,Novelty
043765,Nova Zemja,Ansambl Mastika,Live at the 2011 Golden Festival: Ansambl Mastika,1,Balkan
043766,Memede Zlatna Ptica,Ansambl Mastika,Live at the 2011 Golden Festival: Ansambl Mastika,2,Balkan
043767,Pesna bez Zborovi/More Tri Godini,Ansambl Mastika,Live at the 2011 Golden Festival: Ansambl Mastika,3,Balkan
043768,Franklin'in Karsilamasi,Ansambl Mastika,Live at the 2011 Golden Festival: Ansambl Mastika,4,Balkan
043773,Phantoms and Fortunes,Bird Names,Metabolism: A Salute to the Energy of the Sun,5,Experimental Pop
043796,Sun explosion.mp3,Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",8,
043842,Dark dark darkest space w Ian-Chris,Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",9,Experimental
043843,Sickly Brazil,Kreamy 'Lectric Santa,"Unreleased, Unwashed, Rare and Forgotten Inconsistencies",1,
043844,swimming in random thrift store items,Katrah-Quey,Mid-November EP,1,Hip-Hop
043856,raiz latina,Chicken Jones,Sour Soul 12,2,Hip-Hop
043857,fuckthatpimptalking,Akathasquid,Sour Soul 12,3,Hip-Hop
043858,tell me how,This One,Sour Soul 12,4,Hip-Hop
043859,tameka method (pt.1),Katrah-Quey ft. dj Alekzander,Sour Soul 12,5,Hip-Hop
043860,20 years,This One,Sour Soul 12,6,Hip-Hop
043861,loosemarbles,Akathasquid,Sour Soul 12,7,Hip-Hop
043863,western chow yun-fat,This One,Sour Soul 12,9,Hip-Hop
043865,up north,This One,Sour Soul 12,11,Hip-Hop
043866,contemplate jat,Katrah-Quey,Sour Soul 12,12,Hip-Hop
043867,one last try,Chicken Jones,Sour Soul 12,13,Hip-Hop
043868,ididntknow,Akathasquid,Sour Soul 12,14,Hip-Hop
043869,as jimmy used to say,Chicken Jones,Sour Soul 12,15,Hip-Hop
043883,crickets,Myo,Mnemonic Fragmentation,2,
043886,gunfight at natural history museum,Myo,Mnemonic Fragmentation,5,
043899,04 The Duo ft DJ BrerRabbit - 70s Comic Interlude Pt.2,,Good VS Evil,0,
043911,fresh handmade,This One,Dirty Sneakers,0,
043962,At the Foothills,James Beaudreau,Astral Law (WBR 35),2,Blues
043965,American Gothic,James Beaudreau,Astral Law (WBR 35),13,Experimental
044092,Future Paths,8 Bit Weapon,Mario in an Elevator,1,
044110,Indian Landmark,Messages,Northern-Spy Records Clandestine Series Cassette # One,1,Experimental
044169,Absence of Day and Night 1,Morgan Craft,Absence of Day and Night,1,
044236,With Me (Instrumental),Joey Ripps,For The Minute,4,Hip-Hop
044342,The Path,Ambient Fabric,Classwar Karaoke - 0013 Survey,2,Classwar Karaoke
044347,Lanternhouse II,Clutter,Classwar Karaoke - 0013 Survey,7,Classwar Karaoke
044354,British Steam,Graham Dunning,Classwar Karaoke - 0013 Survey,14,Classwar Karaoke
044355,Library,Gurdonark,Classwar Karaoke - 0013 Survey,15,Classwar Karaoke
044777,Old Wedding Song,Least Carpet,Least Carpet EP,7,Psychedelic Folk
044778,In My Mind There Is a Monster,Charlie Boraley,Monstrous Melodies,1,Pop
044779,Monsters,Giovanni Cipolla,Monstrous Melodies,2,Rock
044780,When Monsters Want to Dance,Joanna Sandsmark,Monstrous Melodies,3,Pop
044781,(She's) Ten Feet Tall,Logan Whitehurst and The Jr. Science Club,Monstrous Melodies,4,Pop
044782,Monster,Dorothy's Magic Bag,Monstrous Melodies,5,Pop
044791,Wonder World,Michael House,Party in Space,1,Pop
044792,Spaceman,The Moot,Party in Space,2,Pop
044793,Cosmic Sing-a-Long (live at WFMU),Cryptacize,Party in Space,3,Pop
044794,The Great Big Ice Cream Sundae From Outer Space,Charlie Burgess,Party in Space,4,Pop
044795,Space Machine,René Vis,Party in Space,5,Pop
044796,Reizen Naar de Maan (Traveling to the Moon),Flo and Eline,Party in Space,6,Pop
044797,I Came From the Coldest Star,Archbishop Jason Polland,Party in Space,7,Pop
044798,Lighten Up Now,"Miller, Schletty, Thomas, and Gómez",Party in Space,8,Pop
044799,Spacespagetti (stoleyourburgermix),Paza Rahm,Party in Space,9,Pop
044800,Avaruusmiehen Pieni Askel (Spaceman's Small Step),Aleksi Eeben,Party in Space,10,Pop
044801,The Voyage,Rushjet1,Party in Space,11,Electronic
044802,Shiny Spaceship,8-Bit Ninjas,Party in Space,12,Chiptune
044803,Spaceship Ride Through the Kitchen,W!zardK!d,Party in Space,13,Chiptune
044804,Helix Nebula,Anamanaguchi,Party in Space,14,Chiptune
044805,Start Again,Monk Turner + Fascinoma,Emergency Songs,12,Pop
044806,Letter to the Los Angeleans [BEFORE],Monk Turner + Fascinoma,Emergency Songs,1,Pop
044809,Everything Already,Monk Turner + Fascinoma,Emergency Songs,4,Pop
044820,Rhumbus,Black Bear Combo,Game of Death,8,Alternative & Punk
044821,Otrov,Black Bear Combo,Game of Death,3,Alternative & Punk
044822,Watchyerstep,Black Bear Combo,Game of Death,10,Alternative & Punk
044823,Black Bear Kolo,Black Bear Combo,Game of Death,5,Alternative & Punk
044848,Field Piano 1,Sunslide,fieldpiano,1,
044849,Field Piano 2,Sunslide,fieldpiano,2,
044850,Field Piano 3,Sunslide,fieldpiano,3,
044851,Field Piano 4,Sunslide,fieldpiano,4,
044853,Field Piano 6,Sunslide,fieldpiano,6,
044854,Field Piano 7,Sunslide,fieldpiano,7,
044917,I'm So Glad,Apache Dropout,Apache Dropout,1,Psych-Rock
044918,Teenager,Apache Dropout,Apache Dropout,2,Psych-Rock
044946,Hot salsa trip,arsonist,hot salsa trip,1,
044947,La Mujer de Antonio,SONGO 21,SONGO 21 - Studio sessions 2003,2,
044948,Donde Estabas-tu ?,SONGO 21,SONGO 21 - Studio sessions 2003,6,
044949,Fallaste al sacar tu cuenta,SONGO 21,SONGO 21 - Studio sessions 2003,3,
044950,Amor Y Felicidad,SONGO 21,SONGO 21 - Studio sessions 2003,7,
044951,De Cuba,SONGO 21,SONGO 21 - Studio sessions 2003,5,
044952,Opening para Songo 21,SONGO 21,SONGO 21 - Studio sessions 2003,1,Salsa
045055,Pesnya Marka,I Drug Moy Gruzovik...,Stilizatsiya Poslevkusiya,2,Post-Rock
045099,Spell,Rolemusic,Straw Fields,1,Jazz
045100,Leafless Quince Tree,Rolemusic,Straw Fields,2,Jazz
045101,Straw Fields,Rolemusic,Straw Fields,3,Jazz
045102,Yellow Dust,Rolemusic,Straw Fields,4,Jazz
045103,Poppies,Rolemusic,Straw Fields,5,Jazz
045119,BETTER SCIENCE,Female,A SPIDER'S WEB,3,Experimental Pop
045122,SPACEBRAIN,Female,A SPIDER'S WEB,6,Experimental Pop
045125,ONLYGIRL,Female,A SPIDER'S WEB,9,Experimental Pop
045126,TAJ'S THEME,Female,A SPIDER'S WEB,10,Experimental Pop
045127,MUD BUDDIES,Female,A SPIDER'S WEB,11,Experimental Pop
045128,HHHHOTEL,Female,A SPIDER'S WEB,12,Experimental Pop
045149,Magyar Skweeast,Nisiru,"We Call It Skweeast, Vol. 1",4,Electronic
045150,Suffer,Michael Kelso,"We Call It Skweeast, Vol. 2",4,Electronic
045151,Vychovaj Ma,Burning Boy,"We Call It Skweeast, Vol. 2",1,Electronic
045152,Million Flutes And One Drunken Shepherd,DrGy,"We Call It Skweeast, Vol. 2",2,Electronic
045153,Green Deli,Foolk,"We Call It Skweeast, Vol. 2",3,Electronic
045154,101010W,Influenza,"We Call It Skweeast, Vol. 2",4,Electronic
045335,Billy Ocean,Baby Jazz,Bad Panda #73,0,
